ID,name,vapage,website,phone,address,region,descr,reglatlong,times,fees,amenities,trails,shipsto
209,Terra Nebulo Vineyards,https://www.virginiawine.org/wineries/terra-nebulo-vineyards,http://www.terranebulo.com,540-882-3800,"39892 Old Wheatland Rd , Waterford, VA 20197",Northern Virginia,New winery opened 2015 in Waterford VA. Amish timber frame construction with  unique inside features and use of reclaimed wood.  Set outside the 1733 Quaker Village of Waterford with gorgeous views.,"(39.192107, -77.620697)",,Reserve Tasting Fee: $14.00,"['Features', 'Food Available', 'Light Fare', 'Private Parties', 'Tasting Room', 'Weddings']","[('Loudoun Wine Trail', 'https://www.visitloudoun.org\n'), (""Tuskie's Wine Trail"", 'http://www.tuskies.com/WineTrail/')]",
210,The Barns at Hamilton Station Vineyards,https://www.virginiawine.org/wineries/the-barns-at-hamilton-station-vineyards,http://www.thebarnsathamiltonstation.com,540-338-5309,"16804 Hamilton Station Road, Hamilton, VA, VA 20158",Northern Virginia,"The Barns at Hamilton Station Vineyards, located in Hamilton, VA  showcases hand crafted wines made from Virginia grapes on a former historic dairy farm in western Loudoun County.  Our restored 105 year old barn with upper and lower levels; an expansive deck and large patio, milk house and former smoke house offer beautiful views overlooking a pond. Tasting fee is $8.00. Groups of 8 or more are required to make reservations and the tasting fee is $13.00. Our last call for wine and tastings on Thurs/Sat/Sun/Mon is at 5:30pm unless we have a special event in which case we close at 5pm. Fridays we stay open until 8pm.  Please check our website for updates.  We hope you come and visit us soon!","(39.151434, -77.644091)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: Closed - Closed', 'Fri: 11:00 AM -  8:00 PM', 'Sat: 11:00 AM -  5:30 PM', 'Sun: 11:00 AM -  5:30 PM', 'Food: Available: Light Fare', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Loudoun: Wine Trail', 'Tuski: e']",Reserve Tasting Fee: 13.00 for groups over 8 people,"['Features', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Loudoun Wine Trail', 'https://www.visitloudoun.org\n'), (""Tuskie's Wine Trail"", 'http://www.tuskies.com/WineTrail/')]",
211,The Briede Family Vineyards,https://www.virginiawine.org/wineries/the-briede-family-vineyards-0,https://www.briedevineyards.com,540-664-2048,"450 Green Spring Road, Winchester, VA 22603",Shenandoah Valley,We are sustainable grower serving our very own local grown wines and featuring French Champagnes. We are a small boutique winery in a quiet setting located in the Shenandoah AVA. Come visit us in our newly remodeled French Country style barn and enjoy tasting sparkling wines and champagnes as we offer a variety of wines to fit everyone's palate! We also have our own still wines grown at our estate available for tasting and purchase! Our sparkling wine is aging on its lees and expected release will be 2019.,"(39.298321, -78.155087)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: Closed', 'Sat: 1:00 PM - 6:00 PM', 'Sun: 1:00 PM - 5:00 PM', 'Child: Friendly', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Shenandoah: Valley Wine Trail']",,"['Features', 'Child Friendly', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Shenandoah Valley Wine Trail', 'https://www.shenandoahvalleywinetrail.com')]",['Virginia']
212,The Bubble Decker Wine Bar,https://www.virginiawine.org/wineries/the-bubble-decker-wine-bar,,,"8374 West Main Street, Marshall, VA 20115",Northern Virginia,,"(38.864958, -77.858241)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: Closed', 'Sat: Closed', 'Sun: Closed', 'Food: Available: Light Fare', 'Food: Available: Restaurant', 'Private: Parties']",,"['Features', 'Food Available', 'Light Fare', 'Food Available', 'Restaurant', 'Private Parties']",,
213,The Dog and Oyster Vineyard,https://www.virginiawine.org/wineries/the-dog-and-oyster-vineyard,http://www.hopeandglory.com/thevineyard/winery.html,1-804-438-WINE (9643),"170 White Fences Drive (Vineyard), 65 Tavern Road (IHotel), Irvington, VA 22480",Chesapeake Bay,"The Dog and Oyster Vineyard is the vineyard of The Hope and Glory Inn. This boutique hotel has been  “Top 10 in America” – five times.
The quirky name was created to honor the rescue dogs that rescue the grapes from deer and other animals; and, to honor the oyster, one of the Chesapeake Bay region’s and Virginia's greatest assets.
Our wines were crafted to be paired with oysters - the only vineyard in America doing so.
All of our wines have earned many medals from America's #1 competition in San Francisco to Virginia's Governor's Cup. High marks also come from The Washington Post and the Richmond Times Dispatch wine critics.
Home to the 2015 Virginia Wine and Oyster Classic.","(37.6638469, -76.4133669)","['Mon: 12:00 PM -  6:00 PM', 'Tues: 12:00 PM -  6:00 PM', 'Wed: 12:00 PM -  6:00 PM', 'Thurs: 12:00 PM -  6:00 PM', 'Fri: 12:00 PM -  6:00 PM', 'Sat: 12:00 PM -  6:00 PM', 'Sun: 12:00 PM -  6:00 PM', 'Food: Available: Light Fare', 'Overnight: Stay', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Chesapeake: Bay Wine Trail']",Tour Fee: $12.00 - private tasting with owner,"['Features', 'Food Available', 'Light Fare', 'Overnight Stay', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Chesapeake Bay Wine Trail', 'https://www.chesapeakebaywinetrail.com')]",
214,The Hague Winery,https://www.virginiawine.org/wineries/the-hague-winery,http://www.thehaguewinery.com,804 472 5283,"8268 Cople Highway, PO Box 141, Hague, Virginia 22469",Chesapeake Bay,"Located on the Northern Neck at Buena Vista farm, established in 1840 by Colonel Thomas Brown. Tasting room located in historic barn overlooking vineyards, manor home and cottage.  Now open. 
Hours:  Jan-May, October-December - Friday-Sunday, 11am-5pm
              June-September - Thursday, Saturday, Sunday - 11am-5pm
                                                Friday, 11am-8:30pm,","(38.0702858, -76.6588365)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: 11:00 AM - 5:00 PM', 'Fri: 11:00 AM - 5:00 PM', 'Sat: 11:00 AM - 5:00 PM', 'Sun: 11:00 AM - 5:00 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Overnight: Stay', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Wine: Shop']",Tasting Fee: $6.00/PERSON,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Overnight Stay', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Wine Shop']",,
215,The Homeplace Vineyard,https://www.virginiawine.org/wineries/the-homeplace-vineyard,http://www.thehomeplacevineyard.com/,434-432-WINE,"568 Rigney Circle, Chatham, VA 24531",Southern Virginia,"The Homeplace Vineyard, located in Southside Virginia's Pittsylvania County, was incorporated in 2004 by Joe and Brenda Williams along with their children Renee and husband Billy, Jesse and wife Penny, and Mary and husband Chris.","(36.867752, -79.473511)","Mar - Oct Mon-Sat 11am-6pm, Nov & Dec Thurs-Sat 11am-5pm, Other times by appt.",Tasting Fee: $5.00,"['Features', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Southern Virginia Wine Trail', 'https://virginiawine.org')]",['Virginia']
216,The New River Vineyard & Winery LLC,https://www.virginiawine.org/wineries/the-new-river-vineyard-winery-llc,http://www.nrvwine.com,540-633-0033,"6750 Falling Branch Road, Fairlawn, VA 24141",Blue Ridge,"The New River Vineyard & Winery  is a family owned and family operated craft farm winery located in the Heart of the New River Valley. We are located directly above the New River overlooking the city of Radford, Virginia along with gorgeous mountain views.","(37.12104, -80.604797)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: 12:00 PM - 3:00 PM', 'Sat: 12:00 PM - 5:00 PM', 'Sun: 1:00 PM - 4:00 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Pet: Friendly', 'Picnic: Area', 'Tasting: Room', 'Wine: Shop', 'Blue: Ridge Wine Trail']",Tasting Fee: $10.00 for `10 wines,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Pet Friendly', 'Picnic Area', 'Tasting Room', 'Wine Shop']","[('Blue Ridge Wine Trail', 'https://www.blueridgewinetrail.com\n')]",['Virginia']
217,The Vineyards & Winery at Lost Creek,https://www.virginiawine.org/wineries/the-vineyards-winery-at-lost-creek,http://www.lostcreekwinery.com,703-443-9836,"43285 Spinks Ferry Rd, Leesburg, Virginia 20176",Northern Virginia,"The Vineyards & Winery at Lost Creek is a 50-acre boutique winery nestled in the rolling hills of Northern Virginia just outside of Leesburg, Virginia. Tucked away between Route 15 and the Potomac River, Lost Creek Winery is a scenic destination that offers high quality Virginia wines in a casual elegant atmosphere.","(39.2002801, -77.495787)","['Mon: 12:00 PM - 5:00 PM', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: 12:00 PM - 5:00 PM', 'Fri: 12:00 PM - 5:00 PM', 'Sat: 11:00 AM - 6:00 PM', 'Sun: 11:00 AM - 6:00 PM', 'Food: Available: Restaurant', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ']",Reserve Tasting Fee: $30.00,"['Features', 'Food Available', 'Restaurant', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']",,"['Alaska', 'Florida', 'Maryland', 'Virginia']"
218,The Wine Reserve at Waterford,https://www.virginiawine.org/wineries/the-wine-reserve-at-waterford,http://www.waterfordwinereserve.com,540-692-WINE (9463),"38516 Charles Town Pike, Waterford, VA 20197",Northern Virginia,"The Wine Reserve at Waterford is a convenient escape for wine lovers. We are located just minutes from downtown Leesburg, near the historic Quaker Village of Waterford. We complement our wines with a seasonal selection from small production wineries from around Virginia and regions beyond. Food is available for purchase or pack a picnic to enjoy on our sprawling grounds. The vineyard’s gently sloping fields where Mosby's Rangers once camped can be viewed along with the spectacular views of the Blue Ridge and Catoctin Mountains from our surrounding decks and tasting room.","(39.189402, -77.670157)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: 3:00 PM -  6:00 PM', 'Fri: 2:00 PM -  6:00 PM', 'Sat: 11:00 AM -  6:00 PM', 'Sun: 12:00 PM -  6:00 PM', 'Food: Available: Light Fare', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Loudoun: Wine Trail']",,"['Features', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']","[('Loudoun Wine Trail', 'https://www.visitloudoun.org\n')]",
219,The Winery at Bull Run,https://www.virginiawine.org/wineries/the-winery-at-bull-run,http://www.wineryatbullrun.com,(703) 815-2233,"15950 Lee Highway, Centreville, VA 20120",Northern Virginia,"Cradled in the foothills of the Bull Run Mountains, adjacent to over 5,000 countryside acres of the Manassas National Battlefield Park, you'll find our historic property specializing in artisanal wine tasting experiences. The Winery at Bull Run transports you to the 1800s in an authentic Virginia farm setting that values American history and hospitality. Visit us and enjoy the cultural heritage of a Virginia past and the award-winning wines of the present.","(38.8292572, -77.4983504)","['Mon: 11:00 AM - 7:00 PM', 'Tues: 11:00 AM - 7:00 PM', 'Wed: 11:00 PM - 7:00 PM', 'Thurs: 11:00 PM - 8:00 PM', 'Fri: 11:00 AM - 10:00 PM', 'Sat: 11:00 PM - 7:00 PM', 'Sun: 11:00 AM - 7:00 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop']",Tour Fee: 36.50,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']",,
220,The Winery at La Grange,https://www.virginiawine.org/wineries/the-winery-at-la-grange,http://www.wineryatlagrange.com/,703-753-9360,"4970 Antioch Road, Haymarket, Virginia 20169",Northern Virginia,"Prince William County's premier winery is nestled at the foot of Bull Run Mountain.  Explore the 20 acre estate, picnic with friends while enjoying live music on weekends or settle into a fire lit parlor room once the winter cold settles in. Tastings in the lovingly restored 18th century Manor House are available seven days a week.","(38.850971, -77.686839)","['Mon: 12:00 PM -  9:00 PM', 'Tues: 12:00 PM -  9:00 PM', 'Wed: 12:00 PM -  9:00 PM', 'Thurs: 12:00 PM -  9:00 PM', 'Fri: 12:00 PM -  9:00 PM', 'Sat: 12:00 PM -  9:00 PM', 'Sun: 12:00 PM -  9:00 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop']",Tour Fee: Group Tastings $15,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']",,['Virginia']
221,Thibaut-Janisson Winery,https://www.virginiawine.org/wineries/thibaut-janisson-winery,http://www.tjwinery.com,,"1413 Dairy Rd, Charlottesville, Virginia 22903",Central Virginia,"Production of sparkling wines ""  methode traditionnelle""","(38.0519246, -78.4887578)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: Closed', 'Sat: Closed', 'Sun: Closed']",,,,
222,Thistle Gate Vineyard,https://www.virginiawine.org/wineries/thistle-gate-vineyard,http://www.Thistlegatevineyard.com,434-286-7781,"5199 West River Rd., Rt. 6, Scottsville, VA 24590",Central Virginia,"A family-owned and operated vineyard located near historic Scottsville, VA with a reputation of southern hospitality.  A large tasting room with tables, expansive decks, gazebo and gardens are all available for your enjoyment.  Bring a picnic or enjoy our tasty light fare that go with award winning wines ranging from dry whites through hearty red ports. Music on most Sundays and evening Saturday shows monthly.Tasting room, Winery, Picnic area.","(37.7889409, -78.4056622)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: Closed - Closed', 'Fri: 12:00 PM -  5:30 PM', 'Sat: 12:00 PM -  5:30 PM', 'Sun: 1:00 PM -  5:30 PM', 'Tasting: Room']",Tour Fee: 8.00,"['Features', 'Tasting Room']",,"['Alabama', 'Arizona', 'Arkansas', 'California', 'Colorado', 'Connecticut', 'Delaware', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Illinois', 'Indiana', 'Iowa', 'Kansas', 'Kentucky', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Michigan', 'Minnesota', 'Mississippi', 'Missouri', 'Montana', 'Nebraska', 'Nevada', 'Ohio', 'Oklahoma', 'Oregon', 'Pennsylvania', 'Tennessee', 'Texas', 'Utah', 'Vermont', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
223,Three Fox Vineyards,https://www.virginiawine.org/wineries/three-fox-vineyards,http://www.threefoxvineyards.com,540-364-6073,"10100 Three Fox Lane, Delaplane, Virginia 20144",Northern Virginia,"Three Fox Vineyards is a boutique winery nestled on 50 rolling acres in the heart of Northern Virginia horse country.
Proprietors Holli and John Todhunter have combined their passion for life, wine and Italy to bring a little of ""La Dolce Vita"" to Virginia.","(38.9161988, -77.9259332)","['Mon: 11:00 AM -  5:00 PM', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: 11:00 AM -  5:00 PM', 'Fri: 11:00 AM -  5:00 PM', 'Sat: 11:00 AM -  5:00 PM', 'Sun: 12:00 PM -  5:00 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Fauquier: County Wine Trail', 'The: General']",Tour Fee: Starting at $15 per person for 8 people or more,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Fauquier County Wine Trail', 'https://www.fauquiertourism.com/wineries.html\n'), (""The General's Wine and History Trail"", 'https://www.thegeneralswinetrail.com ')]","['Alaska', 'Arizona', 'Colorado', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Illinois', 'Indiana', 'Iowa', 'Kansas', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Missouri', 'Nebraska', 'Nevada', 'Ohio', 'Oregon', 'Pennsylvania', 'Tennessee', 'Texas', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
224,Three Sisters of Shiney Rock,https://www.virginiawine.org/wineries/three-sisters-of-shiney-rock,http://ThreeSistersOfShineyrock.com,4342986693," 5484 Shiney Rock Rd, Clarksville, VA 23927",Southern Virginia,"Small family owned farm winey specializing in Native American grape wines and fruit wines.  We currently offer Muscadine, Scuppernong, Blackberry, Apple, and Pomegranate Wines for sale. Contact us via Facebook or email for appointments!","(36.5519118, -78.5975092)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: Closed - Closed', 'Fri: Closed - Closed', 'Sat: 10:00 AM -  5:00 PM', 'Sun: Closed - Closed', 'Bu: s', 'Child: Friendly', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', '211: Scenic Vino Trail', 'Artisanal: Wineries of Rappahannock County', 'Bedford: County Wine Trail ', 'Blue: Ridge ', 'Blue: Ridge Wine Trail', 'Blue: Ridge Wine Way', 'Botetourt: County Wine Trail', 'Chesapeake: Bay Wine Trail', 'Colonial: Virginia Wine Trail', 'Eastern: Shore Wine Trail', 'Explore: Nelson Wine Trail', 'Fauquier: County Wine Trail', 'Foothills: Scenic Wine Trail', 'Grapes: and Grains Trail', 'Heart: of Virginia Wine Trail', 'Jefferson: Heritage Trail', 'Loudoun: Wine Trail', 'Monticello: Wine Trail', 'Mountain: Road Wine Experience ', 'Nelson: 151', 'Shenandoah: Valley Wine Trail', 'Skyline: Wine Trail', 'Southern: Virginia Wine Trail', 'Southwest: Highlands Wine Trail', 'The: General', 'Tuski: e', 'Tween: Rivers Trail', 'Vintage: Piedmont ']",Tour Fee: Free,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']","[('211 Scenic Vino Trail', 'https://www.211winetrail.com'), ('Artisanal Wineries of Rappahannock County', 'http://www.artwinerc.com/'), ('Bedford County Wine Trail', 'https://www.bedfordwinetrail.com\n'), ('Blue Ridge “Whiskey Wine Loop”', 'https://www.discovershenandoah.com'), ('Blue Ridge Wine Trail', 'https://www.blueridgewinetrail.com\n'), ('Blue Ridge Wine Way', 'https://www.blueridgewineway.com\n'), ('Botetourt County Wine Trail', 'https://www.botetourtwinetrail.com\n'), ('Chesapeake Bay Wine Trail', 'https://www.chesapeakebaywinetrail.com'), ('Colonial Virginia Wine Trail', 'https://www.ColonialVirginiaWineTrail.com'), ('Eastern Shore Wine Trail', 'https://www.esvatourism.org\n'), ('Explore Nelson Wine Trail', 'http://nelsoncounty.com/visit/wineriesbrewery/'), ('Fauquier County Wine Trail', 'https://www.fauquiertourism.com/wineries.html\n'), ('Foothills Scenic Wine Trail', 'https://www.FootHillsScenicWineTrail.com'), ('Grapes and Grains Trail', 'http://tinyurl.com/ofqv38j'), ('Heart of Virginia Wine Trail', 'https://www.hovawinetrail.com\n'), ('Jefferson Heritage Trail', 'https://jeffersonheritagetrail.com'), ('Loudoun Wine Trail', 'https://www.visitloudoun.org\n'), ('Monticello Wine Trail', 'https://www.monticellowinetrail.com\n'), ('Mountain Road Wine Experience', 'http://www.mountainroadwineexperience.com/'), ('Nelson 151', 'http://nelson151.com/'), ('Shenandoah Valley Wine Trail', 'https://www.shenandoahvalleywinetrail.com'), ('Skyline Wine Trail', 'https://www.skylinewinetrail.com/'), ('Southern Virginia Wine Trail', 'https://virginiawine.org'), ('Southwest Highlands Wine Trail', 'https://www.southwesthighlandswinetrail.com'), (""The General's Wine and History Trail"", 'https://www.thegeneralswinetrail.com '), (""Tuskie's Wine Trail"", 'http://www.tuskies.com/WineTrail/'), ('Tween Rivers Trail', 'http://www.tweenriverstrail.com/'), ('Vintage Piedmont', 'http://vintagepiedmont.com/')]",['Virginia']
